itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
Michigan Organic Kale,Broccoli Crown,1325,0.044536902,67298,2.262071265,41959,1.410357636,0.019688549,0.031578446,0.013959969
Organic Cilantro,Organic Yellow Onion,3681,0.123728555,69367,2.331616058,113095,3.80143466,0.053065579,0.032547858,0.013959356
Organic Hass Avocado,Spinach Peas & Pear Stage 2 Baby Food,801,0.026923818,212674,7.148559307,8028,0.269843207,0.003766328,0.099775785,0.013957468
Michigan Organic Kale,Organic Thyme,615,0.020671845,67298,2.262071265,19480,0.65477649,0.009138459,0.031570842,0.013956608
Organic Baby Kale,Organic Baby Carrots,657,0.022083581,18292,0.614844536,76572,2.573795966,0.035917341,0.00858016,0.013955007
100% Raw Coconut Water,Organic Lemon,1535,0.051595581,37426,1.257991013,87441,2.939133013,0.041014268,0.017554694,0.013954546
Bag of Organic Bananas,Organic Sea Salt Potato Chips,664,0.02231887,376021,12.63910219,3765,0.126552027,0.001765859,0.176361222,0.013953619
Banana,Original Cereal,1048,0.035226168,469627,15.78545784,4758,0.159929494,0.002231558,0.220260614,0.013953388
Organic YoKids Very Berry Smoothies,Organic Strawberries,903,0.030352319,7313,0.245810086,263285,8.84973451,0.123478736,0.003429743,0.013952818
Organic Raspberries,Organic Cauliflower,798,0.026822979,136554,4.589956307,12461,0.418848555,0.005843842,0.064039804,0.01395216
Organic Navel Orange,Organic Bartlett Pear,752,0.025276793,42633,1.433012634,37613,1.264276598,0.017638918,0.019993087,0.013951787
Green Beans,Yellow Onions,993,0.033377467,28997,0.974669091,73026,2.454605132,0.034244922,0.013597897,0.013951296
Organic Cucumber,Organic Baby Rainbow Carrots,737,0.024772601,80247,2.697322845,19587,0.658373055,0.009184144,0.037626997,0.013949757
Banana,Four Cheese Thin Crust Pizza,1334,0.044839417,469627,15.78545784,6059,0.20365969,0.002840552,0.220168345,0.013947543
Blueberries,Pineapple Chunks,648,0.021781066,55646,1.87041543,24840,0.834940863,0.011645042,0.026086957,0.013947146
Organic D'Anjou Pears,Organic Carrot Bunch,818,0.027495235,48847,1.641882301,35725,1.200815714,0.016746167,0.022897131,0.013945659
Organic Zucchini,Organic Shredded Carrots,989,0.033243016,104569,3.514852301,20177,0.678204581,0.00945787,0.049016207,0.013945453
Organic Kiwi,Organic Roma Tomato,686,0.023058351,50063,1.682755412,29236,0.98270254,0.013702735,0.023464222,0.013943929
Asparagus,Organic Garnet Sweet Potato (Yam),1628,0.054721567,67002,2.252121889,51844,1.742619731,0.024297782,0.031401898,0.01394325
Honeycrisp Apple,Organic D'Anjou Pears,1821,0.061208829,79545,2.67372669,48847,1.641882301,0.022892702,0.037279669,0.013942962
Organic Large Extra Fancy Fuji Apple,Organic Hothouse Cucumbers,837,0.028133877,74933,2.518704658,23834,0.801126431,0.011169979,0.035117899,0.013942841
Fresh Cauliflower,Organic Romaine,789,0.026520465,71428,2.400891948,23570,0.792252663,0.011046088,0.033474756,0.013942633
Bag of Organic Bananas,Frozen Organic Blueberries,1082,0.036369002,376021,12.63910219,6140,0.206382323,0.002877499,0.176221498,0.013942565
Organic Blackberries,Organic Kiwi,1443,0.048503207,61505,2.067352569,50063,1.682755412,0.023461507,0.028823682,0.013942316
Shredded Parmesan,Grated Parmesan,767,0.025780984,36289,1.219773309,45106,1.51613698,0.021135881,0.01700439,0.013940615
Organic Large Green Asparagus,Fresh Cauliflower,643,0.021613002,19212,0.645768272,71428,2.400891948,0.033468665,0.009002072,0.013940096
"Milk, Organic, Vitamin D",Organic Large Extra Fancy Fuji Apple,703,0.023629768,20023,0.673028217,74933,2.518704658,0.035109624,0.009381714,0.013939556
Organic Hass Avocado,Organic Whole Crimini Mushrooms,671,0.022554159,212674,7.148559307,6735,0.226381913,0.003155064,0.099628805,0.013936907
100% Raw Coconut Water,Organic Ginger Root,910,0.030587608,37426,1.257991013,51911,1.744871786,0.024314648,0.017530003,0.013934919
Organic Low Sodium Chicken Broth,Limes,1161,0.03902441,17685,0.594441593,140161,4.711197518,0.065648855,0.008283331,0.013934643
Vanilla Skyr Nonfat Yogurt,Original Hummus,604,0.020302105,18125,0.609231206,71153,2.39164844,0.033324138,0.00848875,0.013933544
Small Hass Avocado,No Salt Added Black Beans,638,0.021444938,48848,1.641915914,27889,0.937426157,0.013060924,0.022876403,0.013932749
Organic Garlic,Organic Red Bell Pepper,2944,0.098955954,109493,3.680361512,57415,1.929876396,0.026887564,0.051275799,0.013932272
Banana,Blueberries,12237,0.411319297,469627,15.78545784,55646,1.87041543,0.026056849,0.21990799,0.013931049
Roma Tomato,Green Bell Pepper,1039,0.034923654,40053,1.346291723,55400,1.862146692,0.025940629,0.018754513,0.013930497
Organic Avocado,Mint,849,0.02853723,176176,5.921760932,10293,0.345976099,0.004819045,0.082483241,0.013928837
Bag of Organic Bananas,Organic AppleApple,2836,0.095325777,376021,12.63910219,16113,0.54160234,0.007542132,0.176006951,0.01392559
Bag of Organic Bananas,Organic Green Beans,1162,0.039058023,376021,12.63910219,6603,0.221945029,0.003090253,0.175980615,0.013923506
Green Beans,Carrots,985,0.033108565,28997,0.974669091,72583,2.439714681,0.033969031,0.013570671,0.013923362
Organic Black Beans,Limes,2486,0.083561312,37900,1.273923459,140161,4.711197518,0.065593668,0.017736746,0.013922929
Organic Avocado,Gold Potato,714,0.023999508,176176,5.921760932,8661,0.291120081,0.004052765,0.082438517,0.013921284
Organic Fuji Apple,Asparation/Broccolini/Baby Broccoli,688,0.023125576,89311,3.001988867,16464,0.553400418,0.007703418,0.041788144,0.013920153
Banana,Vanilla Almond Fit Granola,599,0.020134041,469627,15.78545784,2726,0.091628373,0.00127548,0.219735877,0.013920146
Bag of Organic Bananas,Organic Nectarine,2303,0.077410177,376021,12.63910219,13091,0.440024591,0.006124658,0.175922389,0.013918899
Banana,Goldfish Cheddar Baked Snack Crackers,1617,0.054351827,469627,15.78545784,7360,0.247389885,0.003443158,0.219701087,0.013917942
Organic Red Bell Pepper,Organic Sour Cream,715,0.024033121,57415,1.929876396,26621,0.894805182,0.012453192,0.026858495,0.01391721
Organic Red Onion,Shredded Mozzarella,687,0.023091963,66891,2.248390873,21957,0.738035287,0.01027044,0.031288427,0.01391592
Small Hass Avocado,Garlic,834,0.028033039,48848,1.641915914,36502,1.226932826,0.01707337,0.022848063,0.013915489
Bag of Organic Bananas,Organic Hot House Tomato,1325,0.044536902,376021,12.63910219,7534,0.253238505,0.003523739,0.175869392,0.013914706
Organic Baby Arugula,Organic Jalapeno Pepper,686,0.023058351,72564,2.439076039,20213,0.679414641,0.009453724,0.033938554,0.013914513
Organic Garnet Sweet Potato (Yam),Ground Turkey Breast,646,0.02171384,51844,1.742619731,26649,0.895746339,0.012460458,0.02424106,0.0139107
Fresh Cauliflower,Organic Basil,888,0.029848127,71428,2.400891948,26590,0.893763187,0.012432099,0.033396014,0.013909836
Banana,Wheat Thins Reduced Fat Crackers,819,0.027528847,469627,15.78545784,3730,0.125375581,0.001743937,0.219571046,0.013909704
Banana,Kiwi,2375,0.079830296,469627,15.78545784,10817,0.363589184,0.005057205,0.219561801,0.013909118
Bag of Organic Bananas,Organic Yukon Gold Potato,828,0.027831362,376021,12.63910219,4710,0.158316082,0.002202005,0.175796178,0.013908913
Organic Raspberries,Organic Whole String Cheese,3804,0.127862924,136554,4.589956307,59587,2.002883302,0.027857111,0.063839428,0.013908505
Organic Bosc Pear,Organic Zucchini,1046,0.035158943,21399,0.719279369,104569,3.514852301,0.048880789,0.010002965,0.013906925
Banana,Bunny Pasta with Yummy Cheese Macaroni & Cheese,1776,0.059696255,469627,15.78545784,8091,0.27196081,0.003781725,0.219503152,0.013905403
Banana,Marinara Pasta Sauce,2425,0.081510934,469627,15.78545784,11048,0.37135373,0.005163672,0.219496741,0.013904997
Organic Strawberries,Organic Roasted Turkey Breast,3486,0.117174068,263285,8.84973451,28329,0.95221577,0.013240405,0.123054114,0.013904837
Organic Honey Sweet Whole Wheat Bread,Organic Strawberries,1436,0.048267918,11670,0.392260865,263285,8.84973451,0.123050557,0.005454166,0.013904435
Limes,Organic Thyme,1276,0.042889877,140161,4.711197518,19480,0.65477649,0.009103816,0.06550308,0.013903701
Grated Parmesan,Whipped Cream Cheese,656,0.022049968,45106,1.51613698,31120,1.046028972,0.01454352,0.021079692,0.013903553
Organic Raspberries,Raspberry Preserves,636,0.021377713,136554,4.589956307,9967,0.335018341,0.004657498,0.063810575,0.013902218
Organic Large Extra Fancy Fuji Apple,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",685,0.023024738,74933,2.518704658,19566,0.657667187,0.0091415,0.035009711,0.013899887
Cucumber Kirby,Tilapia Filet,661,0.022218032,97039,3.261748247,14580,0.490073985,0.006811694,0.045336077,0.013899318
Organic Baby Broccoli,Organic Red Onion,990,0.033276629,31679,1.064818503,66891,2.248390873,0.031250986,0.014800197,0.013899268
Organic Baby Spinach,Organic Brown Rice,1600,0.05378041,240508,8.084136762,14243,0.478746486,0.006652585,0.112335884,0.013895842
Apple Honeycrisp Organic,Frozen Organic Wild Blueberries,1182,0.039730278,84756,2.848882762,29858,1.003609674,0.013945915,0.03958738,0.013895756
Organic Bartlett Pear,Organic Broccoli,677,0.022755836,37613,1.264276598,38540,1.295435623,0.017999096,0.017566165,0.013894242
Limes,Large Grapefruit,1401,0.047091471,140161,4.711197518,21403,0.71941382,0.009995648,0.065458113,0.013894156
Cucumber Kirby,Sea Salt Pita Chips,752,0.025276793,97039,3.261748247,16594,0.557770076,0.007749462,0.045317585,0.013893649
Green Bell Pepper,Organic Cucumber,2076,0.069780082,55400,1.862146692,80247,2.697322845,0.037472924,0.025870126,0.013892636
Large Lemon,Organic No Salt Added Diced Tomatoes,731,0.024570925,152102,5.11256744,10293,0.345976099,0.004805985,0.071019139,0.013891091
Organic Jalapeno Pepper,Carrots,685,0.023024738,20213,0.679414641,72583,2.439714681,0.033889081,0.009437472,0.013890592
Organic Ginger Root,Organic Russet Potato,786,0.026419626,51911,1.744871786,32431,1.090095296,0.0151413,0.02423607,0.013889886
Organic Large Green Asparagus,Organic Garlic,982,0.033007727,19212,0.645768272,109493,3.680361512,0.051113887,0.00896861,0.013888279
Asparagus,Feta Cheese Crumbles,1010,0.033948884,67002,2.252121889,32297,1.085591186,0.015074177,0.031272254,0.013885685
Bag of Organic Bananas,Red Grapefruit,1000,0.033612756,376021,12.63910219,5698,0.191525485,0.002659426,0.175500176,0.013885494
Organic Hass Avocado,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,1759,0.059124838,212674,7.148559307,17722,0.595685265,0.008270875,0.099255163,0.013884639
Organic Strawberries,Organic Bell Pepper,2871,0.096502223,263285,8.84973451,23366,0.785395661,0.010904533,0.122870838,0.013884127
Organic Cucumber,Organic Yellow Onion,4235,0.142350022,80247,2.697322845,113095,3.80143466,0.052774559,0.037446395,0.0138828
Bag of Organic Bananas,Organic Mixed Vegetables,1724,0.057948392,376021,12.63910219,9826,0.330278942,0.00458485,0.17545288,0.013881752
Organic Hass Avocado,Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs,1087,0.036537066,212674,7.148559307,10954,0.368194131,0.005111109,0.099233157,0.01388156
Organic Garlic,Organic Extra Firm Tofu,1484,0.04988133,109493,3.680361512,29051,0.97648418,0.013553378,0.051082579,0.013879772
Organic Broccoli,Michigan Organic Kale,1210,0.040671435,38540,1.295435623,67298,2.262071265,0.031395952,0.017979732,0.013879294
Green Bell Pepper,Organic Sour Cream,688,0.023125576,55400,1.862146692,26621,0.894805182,0.012418773,0.025844258,0.013878745
Organic Blackberries,Organic Raspberries,3918,0.131694779,61505,2.067352569,136554,4.589956307,0.063702138,0.028691946,0.013878594
Original Hummus,Organic Hothouse Cucumbers,791,0.02658769,71153,2.39164844,23834,0.801126431,0.011116889,0.033187883,0.013876572
Large Lemon,Organic Red Potato,664,0.02231887,152102,5.11256744,9360,0.314615398,0.004365492,0.070940171,0.013875645
Organic Garbanzo Beans,Organic Lacinato (Dinosaur) Kale,601,0.020201266,29989,1.008012945,42969,1.44430652,0.020040682,0.013986828,0.013875643
"Milk, Organic, Vitamin D",Fresh Cauliflower,667,0.022419708,20023,0.673028217,71428,2.400891948,0.033311692,0.009338075,0.013874715
Organic Raspberries,Organic Romaine Leaf,725,0.024369248,136554,4.589956307,11386,0.382714842,0.005309255,0.063674688,0.013872613
Organic Yams,Organic Zucchini,983,0.033041339,20161,0.677666777,104569,3.514852301,0.048757502,0.009400492,0.013871849
Organic Bread with 21 Whole Grains,Original Hummus,761,0.025579307,22938,0.771009401,71153,2.39164844,0.033176389,0.010695262,0.013871766
Organic Large Brown Grade AA Cage Free Eggs,Organic Hass Avocado,3165,0.106384373,31919,1.072885564,212674,7.148559307,0.099157242,0.014881932,0.013870941
Organic Large Brown Grade AA Cage Free Eggs,Organic Yellow Onion,1683,0.056570269,31919,1.072885564,113095,3.80143466,0.052727216,0.014881294,0.013870346
Large Alfresco Eggs,Organic Garlic,2049,0.068872537,40140,1.349216033,109493,3.680361512,0.051046338,0.018713525,0.013869925
Organic Kiwi,Organic Grape Tomatoes,1963,0.06598184,50063,1.682755412,84107,2.827068084,0.039210595,0.023339318,0.013869703
Organic Strawberries,Organic Creamy Peanut Butter,2208,0.074216966,263285,8.84973451,17992,0.604760709,0.008386349,0.122721209,0.013867219
Organic Whole Milk,Uncured Slow Cooked Ham,863,0.029007809,136731,4.595905765,13541,0.455150331,0.006311663,0.063732368,0.013867205
Organic Lemon,Organic Bartlett Pear,1533,0.051528355,87441,2.939133013,37613,1.264276598,0.017531821,0.040757185,0.013867077
Apple Honeycrisp Organic,Organic Baby Carrots,3025,0.101678587,84756,2.848882762,76572,2.573795966,0.035690689,0.039505302,0.013866946
Bag of Organic Bananas,Plain Bagelettes,952,0.031999344,376021,12.63910219,5432,0.182584492,0.002531773,0.175257732,0.013866312
Organic Grade A Free Range Large Brown Eggs,Organic Kiwi,931,0.031293476,39900,1.341148971,50063,1.682755412,0.023333333,0.018596568,0.013866147
Cucumber Kirby,Large Yellow Flesh Nectarine,690,0.023192802,97039,3.261748247,15258,0.512863434,0.007110543,0.045222179,0.013864399
Yellow Onions,Organic Green Cabbage,725,0.024369248,73026,2.454605132,21306,0.716153383,0.009927971,0.034027973,0.013862911
Organic Italian Parsley Bunch,Organic Sour Cream,750,0.025209567,60462,2.032294464,26621,0.894805182,0.012404485,0.028173247,0.013862778
Organic Broccoli Crowns,Organic Yellow Onion,964,0.032402697,18295,0.614945374,113095,3.80143466,0.052691992,0.008523807,0.013861081
Globe Eggplant,Organic Grape Tomatoes,675,0.02268861,17227,0.579046951,84107,2.827068084,0.039182678,0.008025491,0.013859828
Banana,Tommy/Kent/Keitt/Haden Mango,1834,0.061645795,469627,15.78545784,8383,0.281775735,0.003905227,0.218776094,0.013859344
Fresh Cauliflower,Organic Yellow Onion,3763,0.126484801,71428,2.400891948,113095,3.80143466,0.052682421,0.033272912,0.013858563
Organic White Onions,Organic Lemon,960,0.032268246,23571,0.792286276,87441,2.939133013,0.040728013,0.010978831,0.013857152
Bag of Organic Bananas,Organic Snipped Green Beans,3044,0.10231723,376021,12.63910219,17382,0.584256928,0.008095293,0.175123691,0.013855707
Organic Red Bell Pepper,Organic Russet Potato,867,0.02914226,57415,1.929876396,32431,1.090095296,0.015100583,0.026733681,0.013852535
Organic Baby Spinach,Organic Black Beans,4244,0.142652537,240508,8.084136762,37900,1.273923459,0.017645983,0.111978892,0.013851682
Organic Hass Avocado,Organic Plain Greek Whole Milk Yogurt,1139,0.038284929,212674,7.148559307,11503,0.386647534,0.005355615,0.099017648,0.013851413
Large Lemon,Butternut Squash,666,0.022386096,152102,5.11256744,9405,0.316127972,0.004378641,0.070813397,0.013850849
Organic Raspberries,Organic Chopped Spinach,757,0.025444856,136554,4.589956307,11908,0.400260701,0.005543594,0.063570709,0.013849959
Organic Zucchini,Organic Ginger Root,2527,0.084939435,104569,3.514852301,51911,1.744871786,0.024165862,0.048679471,0.013849649
Organic Whole Milk,Organic Strawberry Smoothie,736,0.024738989,136731,4.595905765,11563,0.3886643,0.005382832,0.063651302,0.013849566
Seedless Red Grapes,Organic AppleApple,617,0.020739071,82267,2.765220612,16113,0.54160234,0.00749997,0.038292062,0.013847742
Organic Fat Free Milk,Original Hummus,876,0.029444774,26451,0.889091014,71153,2.39164844,0.033117841,0.012311498,0.013847286
Ground Turkey Breast,Organic Garlic,1358,0.045646123,26649,0.895746339,109493,3.680361512,0.05095876,0.012402619,0.013846129
"Flat Parsley, Bunch",Limes,871,0.029276711,13353,0.448831133,140161,4.711197518,0.065228788,0.006214282,0.013845479
Organic Baby Arugula,Yellow Bell Pepper,859,0.028873358,72564,2.439076039,25438,0.855041292,0.011837826,0.033768378,0.013844742
Bag of Organic Bananas,Organic Smoked Turkey Breast,1278,0.042957102,376021,12.63910219,7304,0.245507571,0.003398746,0.174972618,0.013843754
Organic D'Anjou Pears,Organic Broccoli,876,0.029444774,48847,1.641882301,38540,1.295435623,0.017933548,0.022729632,0.013843642
Organic Zucchini,Organic Yellow Onion,5503,0.184970997,104569,3.514852301,113095,3.80143466,0.052625539,0.048658208,0.0138436
Large Lemon,Organic Low Sodium Vegetable Broth,732,0.024604538,152102,5.11256744,10343,0.347656737,0.00481256,0.070772503,0.01384285
Unsalted Butter,Shredded Parmesan,599,0.020134041,35476,1.192446138,36289,1.219773309,0.016884654,0.016506379,0.013842453
Organic Red Bell Pepper,Organic Romaine Lettuce,929,0.03122625,57415,1.929876396,34776,1.168917209,0.016180441,0.026713826,0.013842247
Organic Baby Carrots,Organic Creamy Peanut Butter,641,0.021545777,76572,2.573795966,17992,0.604760709,0.008371206,0.035626945,0.013842179
Organic Baby Carrots,Organic Green Seedless Grapes,771,0.025915435,76572,2.573795966,21641,0.727413656,0.010068955,0.035626819,0.01384213
Organic Avocado,Globe Eggplant,1412,0.047461212,176176,5.921760932,17227,0.579046951,0.008014713,0.081964358,0.013841214
Organic Zucchini,Grated Parmesan,2194,0.073746387,104569,3.514852301,45106,1.51613698,0.020981362,0.048640979,0.013838698
